Province,Institution,Record_Type,Academic_Year,Academic_Year_Start,Academic_Year_End,Enrolment,Canadian,International,International_Share_Pct,Canadian_Share_Pct,Status_Sum_Difference
Alberta,University of Calgary,Institution,2019/2020,2019,2020,35556,30693.0,4860.0,13.668579142760715,86.32298346270672,3.0
Alberta,University of Calgary,Institution,2020/2021,2020,2021,36543,31512.0,5031.0,13.767342582710778,86.23265741728922,0.0
Alberta,University of Calgary,Institution,2021/2022,2021,2022,37200,31029.0,6168.0,16.580645161290324,83.41129032258064,3.0
Alberta,University of Calgary,Institution,2022/2023,2022,2023,37680,30765.0,6915.0,18.351910828025478,81.64808917197452,0.0
Alberta,University of Calgary,Institution,2023/2024,2023,2024,38715,31602.0,7113.0,18.372723750484308,81.62727624951569,0.0
Alberta,University of Lethbridge,Institution,2014/2015,2014,2015,8157,7614.0,543.0,6.656859139389482,93.34314086061052,0.0
Alberta,University of Lethbridge,Institution,2015/2016,2015,2016,8406,7869.0,537.0,6.3882940756602435,93.61170592433976,0.0
Alberta,University of Lethbridge,Institution,2016/2017,2016,2017,8568,8022.0,546.0,6.372549019607843,93.62745098039215,0.0
Alberta,University of Lethbridge,Institution,2017/2018,2017,2018,8670,8169.0,501.0,5.778546712802768,94.22145328719724,0.0
Alberta,University of Lethbridge,Institution,2018/2019,2018,2019,8709,8229.0,480.0,5.511539786427833,94.48846021357217,0.0
Alberta,University of Lethbridge,Institution,2019/2020,2019,2020,8949,8391.0,561.0,6.268856855514583,93.76466644317802,-3.0
Alberta,University of Lethbridge,Institution,2020/2021,2020,2021,8829,8319.0,510.0,5.776418620455318,94.22358137954468,0.0
Alberta,University of Lethbridge,Institution,2021/2022,2021,2022,9117,8499.0,618.0,6.77854557420204,93.22145442579796,0.0
Alberta,University of Lethbridge,Institution,2022/2023,2022,2023,8553,7722.0,831.0,9.71588916169765,90.28411083830234,0.0
Alberta,University of Lethbridge,Institution,2023/2024,2023,2024,8682,7350.0,1332.0,15.342087076710436,84.65791292328957,0.0
